,Gene ID,Organism,Gene Family,Genome ID,UniProtKB,Partition,Hypothetical
1865,gnl|Prokka|gelc_00019,geobacillus_cnambio1,MEBKDNAM_00701,MEBKDNAM,,persistent,False
1866,gnl|Prokka|gelc_00154,geobacillus_cnambio1,MEBKDNAM_00701,MEBKDNAM,,persistent,False
1867,gnl|Prokka|gelc_00842,geobacillus_cnambio1,MEBKDNAM_00701,MEBKDNAM,,persistent,False
1868,gnl|Prokka|gelc_02698,geobacillus_cnambio1,MEBKDNAM_00701,MEBKDNAM,,persistent,False
1869,gnl|Prokka|gelc_04642,geobacillus_cnambio1,MEBKDNAM_00701,MEBKDNAM,,persistent,False
1870,gnl|Prokka|gelc_03308,geobacillus_cnambio1,MEBKDNAM_00701,MEBKDNAM,,persistent,False
1871,gnl|Prokka|gelc_03310,geobacillus_cnambio1,MEBKDNAM_00701,MEBKDNAM,,persistent,False
1872,gnl|Prokka|gelc_03071,geobacillus_cnambio1,MEBKDNAM_00701,MEBKDNAM,,persistent,False
1873,gnl|Prokka|gelc_03350,geobacillus_cnambio1,MEBKDNAM_00701,MEBKDNAM,,persistent,False
1874,gnl|Prokka|gelc_01124,geobacillus_cnambio1,MEBKDNAM_00701,MEBKDNAM,,persistent,False
1875,gnl|Prokka|gelc_02819,geobacillus_cnambio1,MEBKDNAM_00733,MEBKDNAM,,persistent,False
1876,gnl|Prokka|gelc_02783,geobacillus_cnambio1,MEBKDNAM_00765,MEBKDNAM,,persistent,False
1877,gnl|Prokka|gelc_02741,geobacillus_cnambio1,MEBKDNAM_00797,MEBKDNAM,,persistent,True
1878,gnl|Prokka|gelc_02688,geobacillus_cnambio1,MEBKDNAM_00862,MEBKDNAM,,persistent,False
1879,gnl|Prokka|gelc_02687,geobacillus_cnambio1,MEBKDNAM_00862,MEBKDNAM,,persistent,False
1880,gnl|Prokka|gelc_02648,geobacillus_cnambio1,MEBKDNAM_00894,MEBKDNAM,,persistent,True
1881,gnl|Prokka|gelc_02647,geobacillus_cnambio1,MEBKDNAM_00894,MEBKDNAM,,persistent,True
1882,gnl|Prokka|gelc_02490,geobacillus_cnambio1,MEBKDNAM_00990,MEBKDNAM,,persistent,False
1883,gnl|Prokka|gelc_02362,geobacillus_cnambio1,MEBKDNAM_01086,MEBKDNAM,,persistent,False
1884,gnl|Prokka|gelc_02319,geobacillus_cnambio1,MEBKDNAM_01118,MEBKDNAM,,persistent,False
1885,gnl|Prokka|gelc_02245,geobacillus_cnambio1,MEBKDNAM_01182,MEBKDNAM,,persistent,False
1886,gnl|Prokka|gelc_02116,geobacillus_cnambio1,MEBKDNAM_01278,MEBKDNAM,,persistent,True
1887,gnl|Prokka|gelc_01774,geobacillus_cnambio1,FDKLAMFJ_00433,FDKLAMFJ,,persistent,True
1888,gnl|Prokka|gelc_01810,geobacillus_cnambio1,FDKLAMFJ_00465,FDKLAMFJ,,persistent,False
1889,gnl|Prokka|gelc_01854,geobacillus_cnambio1,FDKLAMFJ_00497,FDKLAMFJ,,persistent,False
1890,gnl|Prokka|gelc_01961,geobacillus_cnambio1,FDKLAMFJ_00497,FDKLAMFJ,,persistent,False
1891,gnl|Prokka|gelc_01852,geobacillus_cnambio1,FDKLAMFJ_00497,FDKLAMFJ,,persistent,False
1892,gnl|Prokka|gelc_01853,geobacillus_cnambio1,FDKLAMFJ_00497,FDKLAMFJ,,persistent,False
1893,gnl|Prokka|gelc_01960,geobacillus_cnambio1,FDKLAMFJ_00497,FDKLAMFJ,,persistent,False
1894,gnl|Prokka|gelc_02144,geobacillus_cnambio1,FDKLAMFJ_00722,FDKLAMFJ,,persistent,False
1895,gnl|Prokka|gelc_02187,geobacillus_cnambio1,FDKLAMFJ_00754,FDKLAMFJ,,persistent,True
1896,gnl|Prokka|gelc_02186,geobacillus_cnambio1,FDKLAMFJ_00754,FDKLAMFJ,,persistent,True
1897,gnl|Prokka|gelc_02231,geobacillus_cnambio1,FDKLAMFJ_00786,FDKLAMFJ,,persistent,False
1898,gnl|Prokka|gelc_02551,geobacillus_cnambio1,FDKLAMFJ_01042,FDKLAMFJ,,shell,False
1899,gnl|Prokka|gelc_02552,geobacillus_cnambio1,FDKLAMFJ_01042,FDKLAMFJ,,shell,False
1900,gnl|Prokka|gelc_03452,geobacillus_cnambio1,FDKLAMFJ_01042,FDKLAMFJ,,shell,False
1901,gnl|Prokka|gelc_02553,geobacillus_cnambio1,FDKLAMFJ_01042,FDKLAMFJ,,shell,False
1902,gnl|Prokka|gelc_02060,geobacillus_cnambio1,FDKLAMFJ_01042,FDKLAMFJ,,shell,False
1903,gnl|Prokka|gelc_04260,geobacillus_cnambio1,FDKLAMFJ_01042,FDKLAMFJ,,shell,False
1904,gnl|Prokka|gelc_03453,geobacillus_cnambio1,FDKLAMFJ_01042,FDKLAMFJ,,shell,False
1905,gnl|Prokka|gelc_00024,geobacillus_cnambio1,FDKLAMFJ_01042,FDKLAMFJ,,shell,False
1906,gnl|Prokka|gelc_02061,geobacillus_cnambio1,FDKLAMFJ_01042,FDKLAMFJ,,shell,False
1907,gnl|Prokka|gelc_03454,geobacillus_cnambio1,FDKLAMFJ_01042,FDKLAMFJ,,shell,False
1908,gnl|Prokka|gelc_00025,geobacillus_cnambio1,FDKLAMFJ_01042,FDKLAMFJ,,shell,False
1909,gnl|Prokka|gelc_02593,geobacillus_cnambio1,FDKLAMFJ_01074,FDKLAMFJ,,persistent,False
1910,gnl|Prokka|gelc_02631,geobacillus_cnambio1,FDKLAMFJ_01106,FDKLAMFJ,,persistent,False
1911,gnl|Prokka|gelc_02668,geobacillus_cnambio1,FDKLAMFJ_01138,FDKLAMFJ,,persistent,True
1912,gnl|Prokka|gelc_04644,geobacillus_cnambio1,FDKLAMFJ_01170,FDKLAMFJ,,shell,True
1913,gnl|Prokka|gelc_01944,geobacillus_cnambio1,FDKLAMFJ_01480,FDKLAMFJ,,shell,False
1914,gnl|Prokka|gelc_00629,geobacillus_cnambio1,FDKLAMFJ_01480,FDKLAMFJ,,shell,False
1915,gnl|Prokka|gelc_01958,geobacillus_cnambio1,FDKLAMFJ_01480,FDKLAMFJ,,shell,False
1916,gnl|Prokka|gelc_04464,geobacillus_cnambio1,FDKLAMFJ_01480,FDKLAMFJ,,shell,False
1917,gnl|Prokka|gelc_01414,geobacillus_cnambio1,FDKLAMFJ_01480,FDKLAMFJ,,shell,False
1918,gnl|Prokka|gelc_03843,geobacillus_cnambio1,FDKLAMFJ_01480,FDKLAMFJ,,shell,False
1919,gnl|Prokka|gelc_02542,geobacillus_cnambio1,FDKLAMFJ_01480,FDKLAMFJ,,shell,False
1920,gnl|Prokka|gelc_03106,geobacillus_cnambio1,FDKLAMFJ_01512,FDKLAMFJ,,persistent,True
1921,gnl|Prokka|gelc_02983,geobacillus_cnambio1,FDKLAMFJ_01672,FDKLAMFJ,,persistent,False
1922,gnl|Prokka|gelc_01554,geobacillus_cnambio1,FDKLAMFJ_01672,FDKLAMFJ,,persistent,False
1923,gnl|Prokka|gelc_03392,geobacillus_cnambio1,FDKLAMFJ_01736,FDKLAMFJ,,persistent,False
1924,gnl|Prokka|gelc_03430,geobacillus_cnambio1,FDKLAMFJ_01768,FDKLAMFJ,,persistent,False
1925,gnl|Prokka|gelc_03609,geobacillus_cnambio1,FDKLAMFJ_01914,FDKLAMFJ,,persistent,False
1926,gnl|Prokka|gelc_03733,geobacillus_cnambio1,FDKLAMFJ_02020,FDKLAMFJ,,persistent,False
1927,gnl|Prokka|gelc_03825,geobacillus_cnambio1,FDKLAMFJ_02088,FDKLAMFJ,,persistent,True
1928,gnl|Prokka|gelc_03880,geobacillus_cnambio1,FDKLAMFJ_02120,FDKLAMFJ,,persistent,False
1929,gnl|Prokka|gelc_04080,geobacillus_cnambio1,FDKLAMFJ_02280,FDKLAMFJ,,shell,False
1930,gnl|Prokka|gelc_04493,geobacillus_cnambio1,FDKLAMFJ_02602,FDKLAMFJ,,persistent,False
1931,gnl|Prokka|gelc_04533,geobacillus_cnambio1,FDKLAMFJ_02634,FDKLAMFJ,,persistent,False
1932,gnl|Prokka|gelc_00224,geobacillus_cnambio1,FDKLAMFJ_02874,FDKLAMFJ,,persistent,False
1933,gnl|Prokka|gelc_00271,geobacillus_cnambio1,FDKLAMFJ_02906,FDKLAMFJ,,persistent,False
1934,gnl|Prokka|gelc_00511,geobacillus_cnambio1,FDKLAMFJ_03098,FDKLAMFJ,,persistent,False
1935,gnl|Prokka|gelc_00512,geobacillus_cnambio1,FDKLAMFJ_03098,FDKLAMFJ,,persistent,False
1936,gnl|Prokka|gelc_00586,geobacillus_cnambio1,FDKLAMFJ_03162,FDKLAMFJ,,persistent,False
1937,gnl|Prokka|gelc_01045,geobacillus_cnambio1,FDKLAMFJ_03550,FDKLAMFJ,,persistent,False
1938,gnl|Prokka|gelc_01117,geobacillus_cnambio1,FDKLAMFJ_03615,FDKLAMFJ,,persistent,True
1939,gnl|Prokka|gelc_01483,geobacillus_cnambio1,FLBMOKII_01882,FLBMOKII,,persistent,False
1940,gnl|Prokka|gelc_01442,geobacillus_cnambio1,FLBMOKII_01915,FLBMOKII,,persistent,False
1941,gnl|Prokka|gelc_01441,geobacillus_cnambio1,FLBMOKII_01915,FLBMOKII,,persistent,False
1942,gnl|Prokka|gelc_01403,geobacillus_cnambio1,FLBMOKII_01947,FLBMOKII,,persistent,False
1943,gnl|Prokka|gelc_01402,geobacillus_cnambio1,FLBMOKII_01947,FLBMOKII,,persistent,False
1944,gnl|Prokka|gelc_01189,geobacillus_cnambio1,FLBMOKII_02171,FLBMOKII,,shell,False
1945,gnl|Prokka|gelc_00904,geobacillus_cnambio1,FLBMOKII_02306,FLBMOKII,,persistent,False
1946,gnl|Prokka|gelc_00862,geobacillus_cnambio1,FLBMOKII_02338,FLBMOKII,,persistent,False
1947,gnl|Prokka|gelc_00826,geobacillus_cnambio1,FLBMOKII_02370,FLBMOKII,,persistent,False
1948,gnl|Prokka|gelc_00784,geobacillus_cnambio1,FLBMOKII_02402,FLBMOKII,,persistent,False
1949,gnl|Prokka|gelc_00666,geobacillus_cnambio1,FLBMOKII_02498,FLBMOKII,,persistent,False
1950,gnl|Prokka|gelc_00628,geobacillus_cnambio1,FLBMOKII_02530,FLBMOKII,,persistent,False
1951,gnl|Prokka|gelc_00470,geobacillus_cnambio1,FLBMOKII_02658,FLBMOKII,,persistent,False
1952,gnl|Prokka|gelc_00471,geobacillus_cnambio1,FLBMOKII_02658,FLBMOKII,,persistent,False
1953,gnl|Prokka|gelc_00101,geobacillus_cnambio1,FLBMOKII_02946,FLBMOKII,,persistent,True
1954,gnl|Prokka|gelc_00062,geobacillus_cnambio1,FLBMOKII_02978,FLBMOKII,,persistent,False
1955,gnl|Prokka|gelc_00028,geobacillus_cnambio1,FLBMOKII_03010,FLBMOKII,,cloud,True
1956,gnl|Prokka|gelc_04495,geobacillus_cnambio1,FLBMOKII_03092,FLBMOKII,,persistent,True
1957,gnl|Prokka|gelc_04448,geobacillus_cnambio1,FLBMOKII_03124,FLBMOKII,,persistent,True
1958,gnl|Prokka|gelc_04362,geobacillus_cnambio1,FLBMOKII_03190,FLBMOKII,,persistent,False
1959,gnl|Prokka|gelc_04361,geobacillus_cnambio1,FLBMOKII_03190,FLBMOKII,,persistent,False
1960,gnl|Prokka|gelc_04172,geobacillus_cnambio1,FLBMOKII_03318,FLBMOKII,,persistent,False
1961,gnl|Prokka|gelc_03968,geobacillus_cnambio1,FLBMOKII_03510,FLBMOKII,,persistent,False
1962,gnl|Prokka|gelc_03967,geobacillus_cnambio1,FLBMOKII_03510,FLBMOKII,,persistent,False
1963,gnl|Prokka|gelc_03929,geobacillus_cnambio1,FLBMOKII_03542,FLBMOKII,,persistent,True
1964,gnl|Prokka|gelc_04583,geobacillus_cnambio1,FLBMOKII_03670,FLBMOKII,,shell,True
1965,gnl|Prokka|gelc_03459,geobacillus_cnambio1,MEBKDNAM_00269,MEBKDNAM,,persistent,True
1966,gnl|Prokka|gelc_03414,geobacillus_cnambio1,MEBKDNAM_00301,MEBKDNAM,,persistent,False
1967,gnl|Prokka|gelc_03222,geobacillus_cnambio1,MEBKDNAM_00429,MEBKDNAM,,persistent,False
1968,gnl|Prokka|gelc_03168,geobacillus_cnambio1,MEBKDNAM_00461,MEBKDNAM,,persistent,False
1969,gnl|Prokka|gelc_02151,geobacillus_cnambio1,MEBKDNAM_01251,MEBKDNAM,,persistent,False
1970,gnl|Prokka|gelc_02152,geobacillus_cnambio1,MEBKDNAM_01251,MEBKDNAM,,persistent,False
1971,gnl|Prokka|gelc_03986,geobacillus_cnambio1,NCBEONCI_02963,NCBEONCI,,persistent,False
1972,gnl|Prokka|gelc_03945,geobacillus_cnambio1,NCBEONCI_02995,NCBEONCI,,persistent,False
1973,gnl|Prokka|gelc_03905,geobacillus_cnambio1,NCBEONCI_03027,NCBEONCI,,persistent,False
1974,gnl|Prokka|gelc_03863,geobacillus_cnambio1,NCBEONCI_03059,NCBEONCI,,persistent,False
1975,gnl|Prokka|gelc_00120,geobacillus_cnambio1,gnl|Prokka|gelc_00120,gnl|Prokka|gelc,,cloud,True
1976,gnl|Prokka|gelc_00249,geobacillus_cnambio1,gnl|Prokka|gelc_00249,gnl|Prokka|gelc,,persistent,False
1977,gnl|Prokka|gelc_00383,geobacillus_cnambio1,gnl|Prokka|gelc_00383,gnl|Prokka|gelc,,persistent,False
1978,gnl|Prokka|gelc_00579,geobacillus_cnambio1,gnl|Prokka|gelc_00579,gnl|Prokka|gelc,,persistent,False
1979,gnl|Prokka|gelc_00677,geobacillus_cnambio1,gnl|Prokka|gelc_00677,gnl|Prokka|gelc,,cloud,False
1980,gnl|Prokka|gelc_00807,geobacillus_cnambio1,gnl|Prokka|gelc_00807,gnl|Prokka|gelc,,persistent,False
1981,gnl|Prokka|gelc_01039,geobacillus_cnambio1,gnl|Prokka|gelc_01039,gnl|Prokka|gelc,,cloud,False
1982,gnl|Prokka|gelc_01072,geobacillus_cnambio1,gnl|Prokka|gelc_01072,gnl|Prokka|gelc,,cloud,True
1983,gnl|Prokka|gelc_01136,geobacillus_cnambio1,gnl|Prokka|gelc_01136,gnl|Prokka|gelc,,persistent,True
1984,gnl|Prokka|gelc_01309,geobacillus_cnambio1,gnl|Prokka|gelc_01309,gnl|Prokka|gelc,,cloud,True
1985,gnl|Prokka|gelc_01471,geobacillus_cnambio1,gnl|Prokka|gelc_01471,gnl|Prokka|gelc,,shell,True
1986,gnl|Prokka|gelc_01577,geobacillus_cnambio1,gnl|Prokka|gelc_01577,gnl|Prokka|gelc,,persistent,False
1987,gnl|Prokka|gelc_01806,geobacillus_cnambio1,gnl|Prokka|gelc_01806,gnl|Prokka|gelc,,cloud,True
1988,gnl|Prokka|gelc_02033,geobacillus_cnambio1,gnl|Prokka|gelc_02033,gnl|Prokka|gelc,,persistent,True
1989,gnl|Prokka|gelc_02166,geobacillus_cnambio1,gnl|Prokka|gelc_02166,gnl|Prokka|gelc,,persistent,False
1990,gnl|Prokka|gelc_02198,geobacillus_cnambio1,gnl|Prokka|gelc_02198,gnl|Prokka|gelc,,cloud,True
1991,gnl|Prokka|gelc_02394,geobacillus_cnambio1,gnl|Prokka|gelc_02394,gnl|Prokka|gelc,,cloud,True
1992,gnl|Prokka|gelc_02655,geobacillus_cnambio1,gnl|Prokka|gelc_02655,gnl|Prokka|gelc,,persistent,False
1993,gnl|Prokka|gelc_00841,geobacillus_cnambio1,FDKLAMFJ_03361,FDKLAMFJ,,persistent,False
1994,gnl|Prokka|gelc_01016,geobacillus_cnambio1,FDKLAMFJ_03525,FDKLAMFJ,,shell,True
1995,gnl|Prokka|gelc_03713,geobacillus_cnambio1,FLBMOKII_00068,FLBMOKII,,persistent,False
1996,gnl|Prokka|gelc_03712,geobacillus_cnambio1,FLBMOKII_00068,FLBMOKII,,persistent,False
1997,gnl|Prokka|gelc_03076,geobacillus_cnambio1,FLBMOKII_00606,FLBMOKII,,persistent,False
1998,gnl|Prokka|gelc_03020,geobacillus_cnambio1,FLBMOKII_00659,FLBMOKII,,persistent,True
1999,gnl|Prokka|gelc_01599,geobacillus_cnambio1,FLBMOKII_01784,FLBMOKII,,persistent,False
2000,gnl|Prokka|gelc_01598,geobacillus_cnambio1,FLBMOKII_01784,FLBMOKII,,persistent,False
2001,gnl|Prokka|gelc_04075,geobacillus_cnambio1,gnl|Prokka|gelc_04075,gnl|Prokka|gelc,,cloud,False
2002,gnl|Prokka|gelc_04235,geobacillus_cnambio1,gnl|Prokka|gelc_04235,gnl|Prokka|gelc,,cloud,True
2003,gnl|Prokka|gelc_04267,geobacillus_cnambio1,gnl|Prokka|gelc_04267,gnl|Prokka|gelc,,cloud,True
2004,gnl|Prokka|gelc_04365,geobacillus_cnambio1,gnl|Prokka|gelc_04365,gnl|Prokka|gelc,,cloud,False
2005,gnl|Prokka|gelc_04626,geobacillus_cnambio1,gnl|Prokka|gelc_04626,gnl|Prokka|gelc,,cloud,False
2006,gnl|Prokka|gelc_02577,geobacillus_cnambio1,MEBKDNAM_03569,MEBKDNAM,,shell,False
2007,gnl|Prokka|gelc_04598,geobacillus_cnambio1,MEBKDNAM_03601,MEBKDNAM,,shell,True
2008,gnl|Prokka|gelc_00421,geobacillus_cnambio1,NCBEONCI_00460,NCBEONCI,,persistent,False
2009,gnl|Prokka|gelc_00420,geobacillus_cnambio1,NCBEONCI_00460,NCBEONCI,,persistent,False
2010,gnl|Prokka|gelc_02384,geobacillus_cnambio1,NCBEONCI_01017,NCBEONCI,,persistent,False
2011,gnl|Prokka|gelc_02385,geobacillus_cnambio1,NCBEONCI_01017,NCBEONCI,,persistent,False
2012,gnl|Prokka|gelc_01163,geobacillus_cnambio1,MEBKDNAM_02014,MEBKDNAM,,cloud,True
2013,gnl|Prokka|gelc_01091,geobacillus_cnambio1,gnl|Prokka|gelc_01091,gnl|Prokka|gelc,,cloud,True
2014,gnl|Prokka|gelc_01328,geobacillus_cnambio1,gnl|Prokka|gelc_01328,gnl|Prokka|gelc,,cloud,False
2015,gnl|Prokka|gelc_01490,geobacillus_cnambio1,gnl|Prokka|gelc_01490,gnl|Prokka|gelc,,cloud,True
2016,gnl|Prokka|gelc_02249,geobacillus_cnambio1,gnl|Prokka|gelc_02249,gnl|Prokka|gelc,,cloud,False
2017,gnl|Prokka|gelc_02346,geobacillus_cnambio1,gnl|Prokka|gelc_02346,gnl|Prokka|gelc,,cloud,True
2018,gnl|Prokka|gelc_02935,geobacillus_cnambio1,gnl|Prokka|gelc_02935,gnl|Prokka|gelc,,persistent,True
2019,gnl|Prokka|gelc_03756,geobacillus_cnambio1,gnl|Prokka|gelc_03756,gnl|Prokka|gelc,,cloud,False
2020,gnl|Prokka|gelc_03319,geobacillus_cnambio1,IJIGFOAD_00148,IJIGFOAD,,cloud,True
2021,gnl|Prokka|gelc_04254,geobacillus_cnambio1,gnl|Prokka|gelc_04254,gnl|Prokka|gelc,,cloud,False
2022,gnl|Prokka|gelc_04320,geobacillus_cnambio1,gnl|Prokka|gelc_04320,gnl|Prokka|gelc,,cloud,True
2023,gnl|Prokka|gelc_04385,geobacillus_cnambio1,gnl|Prokka|gelc_04385,gnl|Prokka|gelc,,cloud,True
2024,gnl|Prokka|gelc_04418,geobacillus_cnambio1,gnl|Prokka|gelc_04418,gnl|Prokka|gelc,,cloud,True
2025,gnl|Prokka|gelc_04580,geobacillus_cnambio1,gnl|Prokka|gelc_04580,gnl|Prokka|gelc,,persistent,True
2026,gnl|Prokka|gelc_04677,geobacillus_cnambio1,gnl|Prokka|gelc_04677,gnl|Prokka|gelc,,cloud,True
2027,gnl|Prokka|gelc_04191,geobacillus_cnambio1,gnl|Prokka|gelc_04191,gnl|Prokka|gelc,,persistent,False
2028,gnl|Prokka|gelc_04223,geobacillus_cnambio1,gnl|Prokka|gelc_04223,gnl|Prokka|gelc,,persistent,False
2029,gnl|Prokka|gelc_04321,geobacillus_cnambio1,gnl|Prokka|gelc_04321,gnl|Prokka|gelc,,persistent,False
2030,gnl|Prokka|gelc_04581,geobacillus_cnambio1,gnl|Prokka|gelc_04581,gnl|Prokka|gelc,,cloud,True
2031,gnl|Prokka|gelc_04614,geobacillus_cnambio1,gnl|Prokka|gelc_04614,gnl|Prokka|gelc,,cloud,True
2032,gnl|Prokka|gelc_04678,geobacillus_cnambio1,gnl|Prokka|gelc_04678,gnl|Prokka|gelc,,cloud,True
2033,gnl|Prokka|gelc_02694,geobacillus_cnambio1,KGENGAEB_00002,KGENGAEB,,persistent,True
2034,gnl|Prokka|gelc_02695,geobacillus_cnambio1,KGENGAEB_00002,KGENGAEB,,persistent,True
2035,gnl|Prokka|gelc_02652,geobacillus_cnambio1,KGENGAEB_00034,KGENGAEB,,cloud,True
2036,gnl|Prokka|gelc_02538,geobacillus_cnambio1,KGENGAEB_00098,KGENGAEB,,persistent,False
2037,gnl|Prokka|gelc_02498,geobacillus_cnambio1,KGENGAEB_00130,KGENGAEB,,persistent,False
2038,gnl|Prokka|gelc_02499,geobacillus_cnambio1,KGENGAEB_00130,KGENGAEB,,persistent,False
2039,gnl|Prokka|gelc_02417,geobacillus_cnambio1,KGENGAEB_00194,KGENGAEB,,persistent,False
2040,gnl|Prokka|gelc_02380,geobacillus_cnambio1,KGENGAEB_00226,KGENGAEB,,persistent,True
2041,gnl|Prokka|gelc_02326,geobacillus_cnambio1,KGENGAEB_00258,KGENGAEB,,persistent,False
2042,gnl|Prokka|gelc_02284,geobacillus_cnambio1,KGENGAEB_00290,KGENGAEB,,persistent,True
2043,gnl|Prokka|gelc_02285,geobacillus_cnambio1,KGENGAEB_00290,KGENGAEB,,persistent,True
2044,gnl|Prokka|gelc_02207,geobacillus_cnambio1,KGENGAEB_00354,KGENGAEB,,persistent,False
2045,gnl|Prokka|gelc_02208,geobacillus_cnambio1,KGENGAEB_00354,KGENGAEB,,persistent,False
2046,gnl|Prokka|gelc_02163,geobacillus_cnambio1,KGENGAEB_00386,KGENGAEB,,persistent,False
2047,gnl|Prokka|gelc_02162,geobacillus_cnambio1,KGENGAEB_00386,KGENGAEB,,persistent,False
2048,gnl|Prokka|gelc_02121,geobacillus_cnambio1,KGENGAEB_00418,KGENGAEB,,persistent,False
2049,gnl|Prokka|gelc_02082,geobacillus_cnambio1,KGENGAEB_00450,KGENGAEB,,persistent,False
2050,gnl|Prokka|gelc_02081,geobacillus_cnambio1,KGENGAEB_00450,KGENGAEB,,persistent,False
2051,gnl|Prokka|gelc_00050,geobacillus_cnambio1,KGENGAEB_00492,KGENGAEB,,persistent,True
2052,gnl|Prokka|gelc_00089,geobacillus_cnambio1,KGENGAEB_00524,KGENGAEB,,persistent,True
2053,gnl|Prokka|gelc_00088,geobacillus_cnambio1,KGENGAEB_00524,KGENGAEB,,persistent,True
2054,gnl|Prokka|gelc_00087,geobacillus_cnambio1,KGENGAEB_00524,KGENGAEB,,persistent,True
2055,gnl|Prokka|gelc_00130,geobacillus_cnambio1,KGENGAEB_00556,KGENGAEB,,persistent,True
2056,gnl|Prokka|gelc_00315,geobacillus_cnambio1,KGENGAEB_00684,KGENGAEB,,persistent,False
2057,gnl|Prokka|gelc_00359,geobacillus_cnambio1,KGENGAEB_00716,KGENGAEB,,persistent,True
2058,gnl|Prokka|gelc_00400,geobacillus_cnambio1,KGENGAEB_00748,KGENGAEB,,persistent,False
2059,gnl|Prokka|gelc_00477,geobacillus_cnambio1,KGENGAEB_00812,KGENGAEB,,persistent,False
2060,gnl|Prokka|gelc_00519,geobacillus_cnambio1,KGENGAEB_00844,KGENGAEB,,persistent,False
2061,gnl|Prokka|gelc_00557,geobacillus_cnambio1,KGENGAEB_00876,KGENGAEB,,persistent,True
2062,gnl|Prokka|gelc_01615,geobacillus_cnambio1,KGENGAEB_00940,KGENGAEB,,persistent,True
2063,gnl|Prokka|gelc_01663,geobacillus_cnambio1,KGENGAEB_00972,KGENGAEB,,persistent,False
2064,gnl|Prokka|gelc_01701,geobacillus_cnambio1,KGENGAEB_01004,KGENGAEB,,persistent,False
2065,gnl|Prokka|gelc_01744,geobacillus_cnambio1,KGENGAEB_01038,KGENGAEB,,persistent,False
2066,gnl|Prokka|gelc_01783,geobacillus_cnambio1,KGENGAEB_01070,KGENGAEB,,persistent,True
2067,gnl|Prokka|gelc_02727,geobacillus_cnambio1,KGENGAEB_01070,KGENGAEB,,persistent,True
2068,gnl|Prokka|gelc_01818,geobacillus_cnambio1,KGENGAEB_01102,KGENGAEB,,persistent,False
2069,gnl|Prokka|gelc_01901,geobacillus_cnambio1,KGENGAEB_01166,KGENGAEB,,persistent,False
2070,gnl|Prokka|gelc_01939,geobacillus_cnambio1,KGENGAEB_01198,KGENGAEB,,persistent,False
2071,gnl|Prokka|gelc_01983,geobacillus_cnambio1,KGENGAEB_01230,KGENGAEB,,persistent,False
2072,gnl|Prokka|gelc_00798,geobacillus_cnambio1,KGENGAEB_01390,KGENGAEB,,persistent,False
2073,gnl|Prokka|gelc_00693,geobacillus_cnambio1,KGENGAEB_01486,KGENGAEB,,persistent,False
2074,gnl|Prokka|gelc_00694,geobacillus_cnambio1,KGENGAEB_01486,KGENGAEB,,persistent,False
2075,gnl|Prokka|gelc_00652,geobacillus_cnambio1,KGENGAEB_01518,KGENGAEB,,persistent,False
2076,gnl|Prokka|gelc_03916,geobacillus_cnambio1,KGENGAEB_01646,KGENGAEB,,persistent,True
2077,gnl|Prokka|gelc_03961,geobacillus_cnambio1,KGENGAEB_01678,KGENGAEB,,persistent,False
2078,gnl|Prokka|gelc_04090,geobacillus_cnambio1,KGENGAEB_01774,KGENGAEB,,persistent,False
2079,gnl|Prokka|gelc_04138,geobacillus_cnambio1,KGENGAEB_01806,KGENGAEB,,persistent,False
2080,gnl|Prokka|gelc_01330,geobacillus_cnambio1,KGENGAEB_01838,KGENGAEB,,persistent,False
2081,gnl|Prokka|gelc_01449,geobacillus_cnambio1,KGENGAEB_01934,KGENGAEB,,persistent,False
2082,gnl|Prokka|gelc_01509,geobacillus_cnambio1,KGENGAEB_01967,KGENGAEB,,persistent,False
2083,gnl|Prokka|gelc_01562,geobacillus_cnambio1,KGENGAEB_02006,KGENGAEB,,persistent,True
2084,gnl|Prokka|gelc_04288,geobacillus_cnambio1,KGENGAEB_02136,KGENGAEB,,persistent,False
2085,gnl|Prokka|gelc_04203,geobacillus_cnambio1,KGENGAEB_02168,KGENGAEB,,persistent,True
2086,gnl|Prokka|gelc_04166,geobacillus_cnambio1,KGENGAEB_02200,KGENGAEB,,persistent,False
2087,gnl|Prokka|gelc_02888,geobacillus_cnambio1,KGENGAEB_02232,KGENGAEB,,persistent,True
2088,gnl|Prokka|gelc_02887,geobacillus_cnambio1,KGENGAEB_02232,KGENGAEB,,persistent,True
2089,gnl|Prokka|gelc_02930,geobacillus_cnambio1,KGENGAEB_02264,KGENGAEB,,persistent,False
2090,gnl|Prokka|gelc_02929,geobacillus_cnambio1,KGENGAEB_02264,KGENGAEB,,persistent,False
2091,gnl|Prokka|gelc_02965,geobacillus_cnambio1,KGENGAEB_02296,KGENGAEB,,persistent,False
2092,gnl|Prokka|gelc_03004,geobacillus_cnambio1,KGENGAEB_02328,KGENGAEB,,persistent,False
2093,gnl|Prokka|gelc_03206,geobacillus_cnambio1,KGENGAEB_02366,KGENGAEB,,persistent,False
2094,gnl|Prokka|gelc_03244,geobacillus_cnambio1,KGENGAEB_02398,KGENGAEB,,persistent,False
2095,gnl|Prokka|gelc_03284,geobacillus_cnambio1,KGENGAEB_02430,KGENGAEB,,persistent,False
2096,gnl|Prokka|gelc_02763,geobacillus_cnambio1,KGENGAEB_02526,KGENGAEB,,persistent,False
2097,gnl|Prokka|gelc_02762,geobacillus_cnambio1,KGENGAEB_02526,KGENGAEB,,persistent,False
